xpos;power;ReflPercent
96.3982;787.344;72.6279
96.4982;787.323;72.626
96.5982;787.302;72.624
96.6982;787.281;72.6221
96.7981;787.26;72.6202
96.8981;787.24;72.6182
96.9981;787.219;72.6163
97.0981;787.198;72.6144
97.1981;787.177;72.6125
97.2981;787.157;72.6106
97.3981;787.136;72.6087
97.4981;787.115;72.6068
97.5981;787.095;72.6049
97.6981;787.074;72.603
97.7981;787.054;72.6011
97.8981;787.033;72.5992
97.9981;787.013;72.5973
98.0981;786.992;72.5955
98.1981;786.972;72.5936
98.2981;786.952;72.5917
98.3981;786.932;72.5898
98.4981;786.911;72.588
98.5981;786.891;72.5861
98.6981;786.871;72.5843
98.7981;786.851;72.5824
98.8981;786.831;72.5806
98.9981;786.811;72.5787
99.0981;786.791;72.5769
99.1981;786.771;72.575
99.2981;786.751;72.5732
99.3981;786.731;72.5714
99.4981;786.711;72.5695
99.5981;786.692;72.5677
99.6981;786.672;72.5659
99.7981;786.652;72.5641
99.8981;786.633;72.5623
99.9981;786.613;72.5605
100.098;786.593;72.5587
